feature	score_13
ana_fis.menopause_age	89.38
ana_pat.peripheral_arteriopathy_tsa	88.32
ana_pat.peripheral_arteriopathy_limbs	87.32
ana_pat.major_arrhythmias	86.32
ana_pat.self_type_dyslipidemia	84.84
ana_pat.xanthomatosis	83.84
ana_pat.pancreatopathy_yn.1	82.77
ana_pat.pancreatopathy_type	81.77
ana_pat.neoplasm1_yn	80.77
ana_pat.neoplasm1_operated	79.77
ana_pat.neoplasm1_therapy	78.77
ana_pat.neoplasm2_yn	77.77
ana_pat.neoplasm2_type	76.77
ana_pat.neoplasm2_operated	75.77
ana_pat.neoplasm2_therapy	74.77
ana_far.ht_atc4	74.58
ana_far.ht_pa4	73.62
ana_far.ot_atc7	73.26
ana_far.ht_atc5	72.26
ana_far.ht_pa5	71.26
ana_far.dm_atc4	70.26
ana_far.dm_pa4	69.26
ana_far.att_atc3	68.26
ana_far.att_pa3	67.26
ana_far.ot_atc8	66.26
ana_far.ot_atc9	65.26
ana_far.ot_atc10	64.26
ana_far.ot_atc11	63.26
ana_far.ot_atc12	62.26
esa_obi.pa_ankle_right	61.26
esa_obi.pa_left_ankle	60.26
esa_obi.abi_dx_calc	59.26
esa_obi.abi_sx_calc	58.26
esa_obi.abi_mean_calc	57.26
esa_obi.bruit_yn	56.26
esa_obi.cyanosis_skin	54.96
esa_obi.tofi_skin	53.6
lab.uricemia	52.6
lab.high	51.6
lab.ast	50.6
lab.ggt	49.6
lab.cpk	48.6
lab.pcr	47.6
lab.creatinine	46.6
lab.clearance_cg_calc	45.6
lab.leukocytes	44.6
lab.erythrocytes	43.6
lab.haemoglobin	42.6
lab.hematocrit	41.6
lab.vol_cell_average	40.6
lab.hemoglobin_cell_average	39.6
lab.conc_hb_cell_average	38.6
lab.rdw_sd	37.6
lab.rdw_cv	36.6
lab.plates	35.6
lab.neutrophils_percent	34.6
lab.lymphocytes_percent	33.6
lab.monocytes_percent	32.6
lab.eosinophils_percent	31.6
lab.basophils_percent	30.6
lab.neutrophils	29.6
lab.lymphocytes	28.6
lab.monocytes	27.6
lab.eosinophils	26.6
lab.basophils	25.6
end.fmd	24.6
end.endothelial_dysfunction	23.6
lun_bod_sca.lunar_yn	22.6
lun_bod_sca.fabric_perc	21.6
lun_bod_sca.android_perc	20.6
lun_bod_sca.ginoid_perc	19.6
lun_bod_sca.tissue_g	18.6
lun_bod_sca.fat_g	17.6
lun_bod_sca.lean_g	16.6
lun_bod_sca.bmc_g	15.6
lun_bod_sca.ag.ratio	14.6
lun_bod_sca.bmd_g	13.6
eco_art.ecosteatosis_ecocardio	12.6
eco_art.steatosis_yn	11.6
eco_art.steatosis_degree	10.6
eco_art.enlarged_liver	9.6
eco_art.aorta_calcifications	8.6
eco_art.ea_low	7.6
eco_art.fe	6.6
eco_art.siv	5.6
eco_art.lbm	4.6
ana_far.att_indication1	3
eco_art.epicardial_fat	2
eco_art.ea	1
