feature	score_11
ana_pat.remote_chd	104.77
ana_pat.remote_decompensation	103.75
ana_pat.imbalance	103.54
ana_pat.cerebral_hemorrhage	102.77
ana_far.att_atc2	102.26
esa_obi.pale_skin	101.99
ana_far.att_pa2	101.3
ana_pat.ivs	99.01
esa_obi.cute_xanthomas	97.94
ana_pat.diabetes1_self	92.75
ana.standardised_visits	92.64
ana_far.dm_pa2	92.18
ana_fis.abortion_n	91.64
ana_far.dm_atc2	91.04
esa_obi.skin_infections	91.03
ana_fis.completed_pregnancies	90.64
ana_far.dm_atc3	89.87
ana_fis.menopause_age	89.64
ana_far.dm_pa3	88.92
ana_pat.peripheral_arteriopathy_tsa	88.63
ana_pat.peripheral_arteriopathy_limbs	87.63
ana_pat.major_arrhythmias	86.63
ana_pat.self_type_dyslipidemia	85.02
ana_pat.xanthomatosis	84.02
ana_pat.pancreatopathy_yn.1	82.95
ana_pat.pancreatopathy_type	81.95
ana_pat.neoplasm1_yn	80.95
ana_pat.neoplasm1_operated	79.95
ana_far.ht_pa4	79.12
ana_pat.neoplasm1_therapy	78.95
ana_far.ht_atc4	78.69
ana_pat.neoplasm2_yn	77.95
ana_pat.neoplasm2_type	76.95
ana_pat.neoplasm2_operated	75.95
ana_pat.neoplasm2_therapy	74.95
ana_far.ot_atc7	73.24
ana_far.ht_atc5	72.24
ana_far.ht_pa5	71.24
ana_far.dm_atc4	70.24
ana_far.dm_pa4	69.24
ana_far.att_atc3	68.24
ana_far.att_pa3	67.24
ana_far.ot_atc8	66.24
ana_far.ot_atc9	65.24
ana_far.ot_atc10	64.24
ana_far.ot_atc11	63.24
ana_far.ot_atc12	62.24
esa_obi.pa_ankle_right	61.24
esa_obi.pa_left_ankle	60.24
esa_obi.abi_dx_calc	59.24
esa_obi.abi_sx_calc	58.24
esa_obi.abi_mean_calc	57.24
esa_obi.bruit_yn	56.24
esa_obi.cyanosis_skin	54.89
esa_obi.tofi_skin	53.56
lab.uricemia	52.56
lab.high	51.56
lab.ast	50.56
lab.ggt	49.56
lab.cpk	48.56
lab.pcr	47.56
lab.creatinine	46.56
lab.clearance_cg_calc	45.56
lab.leukocytes	44.56
lab.erythrocytes	43.56
lab.haemoglobin	42.56
lab.hematocrit	41.56
lab.vol_cell_average	40.56
lab.hemoglobin_cell_average	39.56
lab.conc_hb_cell_average	38.56
lab.rdw_sd	37.56
lab.rdw_cv	36.56
lab.plates	35.56
lab.neutrophils_percent	34.56
lab.lymphocytes_percent	33.56
lab.monocytes_percent	32.56
lab.eosinophils_percent	31.56
lab.basophils_percent	30.56
lab.neutrophils	29.56
lab.lymphocytes	28.56
lab.monocytes	27.56
lab.eosinophils	26.56
lab.basophils	25.56
end.fmd	24.56
end.endothelial_dysfunction	23.56
lun_bod_sca.lunar_yn	22.56
lun_bod_sca.fabric_perc	21.56
lun_bod_sca.android_perc	20.56
lun_bod_sca.ginoid_perc	19.56
lun_bod_sca.tissue_g	18.56
lun_bod_sca.fat_g	17.56
lun_bod_sca.lean_g	16.56
lun_bod_sca.bmc_g	15.56
lun_bod_sca.ag.ratio	14.56
lun_bod_sca.bmd_g	13.56
eco_art.ecosteatosis_ecocardio	12.56
eco_art.steatosis_yn	11.56
eco_art.steatosis_degree	10.56
eco_art.enlarged_liver	9.56
eco_art.aorta_calcifications	8.56
eco_art.ea_low	7.56
eco_art.fe	6.56
eco_art.siv	5.56
eco_art.lbm	4.56
ana_far.att_indication1	3
eco_art.epicardial_fat	2
eco_art.ea	1
